user_id,tenant_label,match_rank,match_user_id,match_tenant_label,compatibility_score,explanation_short,explanation_long
166,Tenant_166,4,74,Tenant_074,81.67,"High compatibility driven by Cleanliness, Sleep schedule and Sociability.","Tenant_166 matches well with Tenant_074 (score 81.67%). The strongest alignment is in Cleanliness, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
166,Tenant_166,5,21,Tenant_021,78.81,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_166 matches well with Tenant_021 (score 78.81%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
167,Tenant_167,1,15,Tenant_015,87.38,"High compatibility driven by Cleanliness, Noise tolerance and Routine structure.","Tenant_167 matches well with Tenant_015 (score 87.38%). The strongest alignment is in Cleanliness, Noise tolerance and Routine structure, where their behavioural preferences are closely aligned."
167,Tenant_167,2,103,Tenant_103,83.81,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_167 matches well with Tenant_103 (score 83.81%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
167,Tenant_167,3,118,Tenant_118,83.33,"High compatibility driven by Noise tolerance, Sleep schedule and Sociability.","Tenant_167 matches well with Tenant_118 (score 83.33%). The strongest alignment is in Noise tolerance, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
167,Tenant_167,4,134,Tenant_134,81.9,"High compatibility driven by Sleep schedule, Cleanliness and Noise tolerance.","Tenant_167 matches well with Tenant_134 (score 81.9%). The strongest alignment is in Sleep schedule, Cleanliness and Noise tolerance, where their behavioural preferences are closely aligned."
167,Tenant_167,5,52,Tenant_052,79.76,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_167 matches well with Tenant_052 (score 79.76%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
168,Tenant_168,1,31,Tenant_031,81.43,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_168 matches well with Tenant_031 (score 81.43%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
168,Tenant_168,2,74,Tenant_074,80.24,"High compatibility driven by Noise tolerance, Routine structure and Sociability.","Tenant_168 matches well with Tenant_074 (score 80.24%). The strongest alignment is in Noise tolerance, Routine structure and Sociability, where their behavioural preferences are closely aligned."
168,Tenant_168,3,43,Tenant_043,79.05,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_168 matches well with Tenant_043 (score 79.05%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
168,Tenant_168,4,3,Tenant_003,78.1,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_168 matches well with Tenant_003 (score 78.1%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
168,Tenant_168,5,175,Tenant_175,77.62,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_168 matches well with Tenant_175 (score 77.62%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
169,Tenant_169,1,21,Tenant_021,80.71,"High compatibility driven by Sleep schedule, Privacy need and Guest tolerance.","Tenant_169 matches well with Tenant_021 (score 80.71%). The strongest alignment is in Sleep schedule, Privacy need and Guest tolerance, where their behavioural preferences are closely aligned."
169,Tenant_169,2,107,Tenant_107,79.76,"High compatibility driven by Noise tolerance, Sleep schedule and Guest tolerance.","Tenant_169 matches well with Tenant_107 (score 79.76%). The strongest alignment is in Noise tolerance, Sleep schedule and Guest tolerance, where their behavioural preferences are closely aligned."
169,Tenant_169,3,248,Tenant_248,77.86,"High compatibility driven by Cleanliness, Privacy need and Sociability.","Tenant_169 matches well with Tenant_248 (score 77.86%). The strongest alignment is in Cleanliness, Privacy need and Sociability, where their behavioural preferences are closely aligned."
169,Tenant_169,4,111,Tenant_111,77.62,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_169 matches well with Tenant_111 (score 77.62%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
169,Tenant_169,5,14,Tenant_014,77.14,"High compatibility driven by Noise tolerance, Routine structure and Cleanliness.","Tenant_169 matches well with Tenant_014 (score 77.14%). The strongest alignment is in Noise tolerance, Routine structure and Cleanliness, where their behavioural preferences are closely aligned."
170,Tenant_170,1,209,Tenant_209,87.86,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_170 matches well with Tenant_209 (score 87.86%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
170,Tenant_170,2,244,Tenant_244,85.24,"High compatibility driven by Noise tolerance, Sleep schedule and Guest tolerance.","Tenant_170 matches well with Tenant_244 (score 85.24%). The strongest alignment is in Noise tolerance, Sleep schedule and Guest tolerance, where their behavioural preferences are closely aligned."
170,Tenant_170,3,287,Tenant_287,83.81,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_170 matches well with Tenant_287 (score 83.81%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
170,Tenant_170,4,29,Tenant_029,82.86,"High compatibility driven by Cleanliness, Privacy need and Routine structure.","Tenant_170 matches well with Tenant_029 (score 82.86%). The strongest alignment is in Cleanliness, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
170,Tenant_170,5,8,Tenant_008,81.19,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_170 matches well with Tenant_008 (score 81.19%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
171,Tenant_171,1,87,Tenant_087,86.43,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_171 matches well with Tenant_087 (score 86.43%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
171,Tenant_171,2,42,Tenant_042,80.0,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_171 matches well with Tenant_042 (score 80.0%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
171,Tenant_171,3,156,Tenant_156,77.38,"High compatibility driven by Cleanliness, Noise tolerance and Conflict style.","Tenant_171 matches well with Tenant_156 (score 77.38%). The strongest alignment is in Cleanliness, Noise tolerance and Conflict style, where their behavioural preferences are closely aligned."
171,Tenant_171,4,104,Tenant_104,76.19,"High compatibility driven by Privacy need, Sociability and Guest tolerance.","Tenant_171 matches well with Tenant_104 (score 76.19%). The strongest alignment is in Privacy need, Sociability and Guest tolerance, where their behavioural preferences are closely aligned."
171,Tenant_171,5,131,Tenant_131,75.95,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_171 matches well with Tenant_131 (score 75.95%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
172,Tenant_172,1,56,Tenant_056,84.05,"High compatibility driven by Cleanliness, Sleep schedule and Guest tolerance.","Tenant_172 matches well with Tenant_056 (score 84.05%). The strongest alignment is in Cleanliness, Sleep schedule and Guest tolerance, where their behavioural preferences are closely aligned."
172,Tenant_172,2,105,Tenant_105,78.33,"High compatibility driven by Cleanliness, Sleep schedule and Noise tolerance.","Tenant_172 matches well with Tenant_105 (score 78.33%). The strongest alignment is in Cleanliness, Sleep schedule and Noise tolerance, where their behavioural preferences are closely aligned."
172,Tenant_172,3,119,Tenant_119,76.67,"High compatibility driven by Cleanliness, Noise tolerance and Guest tolerance.","Tenant_172 matches well with Tenant_119 (score 76.67%). The strongest alignment is in Cleanliness, Noise tolerance and Guest tolerance, where their behavioural preferences are closely aligned."
172,Tenant_172,4,237,Tenant_237,75.0,"High compatibility driven by Cleanliness, Sociability and Sleep schedule.","Tenant_172 matches well with Tenant_237 (score 75.0%). The strongest alignment is in Cleanliness, Sociability and Sleep schedule, where their behavioural preferences are closely aligned."
172,Tenant_172,5,69,Tenant_069,74.76,"High compatibility driven by Privacy need, Sociability and Guest tolerance.","Tenant_172 matches well with Tenant_069 (score 74.76%). The strongest alignment is in Privacy need, Sociability and Guest tolerance, where their behavioural preferences are closely aligned."
173,Tenant_173,1,90,Tenant_090,89.29,"High compatibility driven by Noise tolerance, Privacy need and Guest tolerance.","Tenant_173 matches well with Tenant_090 (score 89.29%). The strongest alignment is in Noise tolerance, Privacy need and Guest tolerance, where their behavioural preferences are closely aligned."
173,Tenant_173,2,185,Tenant_185,82.86,"High compatibility driven by Cleanliness, Privacy need and Guest tolerance.","Tenant_173 matches well with Tenant_185 (score 82.86%). The strongest alignment is in Cleanliness, Privacy need and Guest tolerance, where their behavioural preferences are closely aligned."
173,Tenant_173,3,104,Tenant_104,81.19,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_173 matches well with Tenant_104 (score 81.19%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
173,Tenant_173,4,250,Tenant_250,77.14,"High compatibility driven by Noise tolerance, Privacy need and Sociability.","Tenant_173 matches well with Tenant_250 (score 77.14%). The strongest alignment is in Noise tolerance, Privacy need and Sociability, where their behavioural preferences are closely aligned."
173,Tenant_173,5,74,Tenant_074,76.19,"High compatibility driven by Cleanliness, Sleep schedule and Sociability.","Tenant_173 matches well with Tenant_074 (score 76.19%). The strongest alignment is in Cleanliness, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
174,Tenant_174,1,209,Tenant_209,83.33,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_174 matches well with Tenant_209 (score 83.33%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
174,Tenant_174,2,52,Tenant_052,81.67,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_174 matches well with Tenant_052 (score 81.67%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
174,Tenant_174,3,295,Tenant_295,80.24,"High compatibility driven by Cleanliness, Sociability and Noise tolerance.","Tenant_174 matches well with Tenant_295 (score 80.24%). The strongest alignment is in Cleanliness, Sociability and Noise tolerance, where their behavioural preferences are closely aligned."
174,Tenant_174,4,233,Tenant_233,79.76,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_174 matches well with Tenant_233 (score 79.76%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
174,Tenant_174,5,96,Tenant_096,79.29,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_174 matches well with Tenant_096 (score 79.29%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
175,Tenant_175,1,295,Tenant_295,84.76,"High compatibility driven by Cleanliness, Routine structure and Sociability.","Tenant_175 matches well with Tenant_295 (score 84.76%). The strongest alignment is in Cleanliness, Routine structure and Sociability, where their behavioural preferences are closely aligned."
175,Tenant_175,2,51,Tenant_051,84.05,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_175 matches well with Tenant_051 (score 84.05%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
175,Tenant_175,3,160,Tenant_160,82.62,"High compatibility driven by Noise tolerance, Sleep schedule and Routine structure.","Tenant_175 matches well with Tenant_160 (score 82.62%). The strongest alignment is in Noise tolerance, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
175,Tenant_175,4,212,Tenant_212,81.9,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_175 matches well with Tenant_212 (score 81.9%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
175,Tenant_175,5,233,Tenant_233,80.48,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_175 matches well with Tenant_233 (score 80.48%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
176,Tenant_176,1,39,Tenant_039,80.0,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_176 matches well with Tenant_039 (score 80.0%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
176,Tenant_176,2,9,Tenant_009,78.33,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_176 matches well with Tenant_009 (score 78.33%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
176,Tenant_176,3,119,Tenant_119,78.33,"High compatibility driven by Noise tolerance, Privacy need and Cleanliness.","Tenant_176 matches well with Tenant_119 (score 78.33%). The strongest alignment is in Noise tolerance, Privacy need and Cleanliness, where their behavioural preferences are closely aligned."
176,Tenant_176,4,170,Tenant_170,77.14,"High compatibility driven by Sleep schedule, Routine structure and Noise tolerance.","Tenant_176 matches well with Tenant_170 (score 77.14%). The strongest alignment is in Sleep schedule, Routine structure and Noise tolerance, where their behavioural preferences are closely aligned."
176,Tenant_176,5,136,Tenant_136,76.43,"High compatibility driven by Routine structure, Cleanliness and Noise tolerance.","Tenant_176 matches well with Tenant_136 (score 76.43%). The strongest alignment is in Routine structure, Cleanliness and Noise tolerance, where their behavioural preferences are closely aligned."
177,Tenant_177,1,223,Tenant_223,86.67,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_177 matches well with Tenant_223 (score 86.67%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
177,Tenant_177,2,155,Tenant_155,85.0,"High compatibility driven by Cleanliness, Noise tolerance and Routine structure.","Tenant_177 matches well with Tenant_155 (score 85.0%). The strongest alignment is in Cleanliness, Noise tolerance and Routine structure, where their behavioural preferences are closely aligned."
177,Tenant_177,3,58,Tenant_058,82.38,"High compatibility driven by Sleep schedule, Routine structure and Guest tolerance.","Tenant_177 matches well with Tenant_058 (score 82.38%). The strongest alignment is in Sleep schedule, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
177,Tenant_177,4,110,Tenant_110,81.43,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_177 matches well with Tenant_110 (score 81.43%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
177,Tenant_177,5,16,Tenant_016,81.19,"High compatibility driven by Privacy need, Routine structure and Sociability.","Tenant_177 matches well with Tenant_016 (score 81.19%). The strongest alignment is in Privacy need, Routine structure and Sociability, where their behavioural preferences are closely aligned."
178,Tenant_178,1,228,Tenant_228,87.86,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_178 matches well with Tenant_228 (score 87.86%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
178,Tenant_178,2,24,Tenant_024,85.71,"High compatibility driven by Cleanliness, Noise tolerance and Routine structure.","Tenant_178 matches well with Tenant_024 (score 85.71%). The strongest alignment is in Cleanliness, Noise tolerance and Routine structure, where their behavioural preferences are closely aligned."
178,Tenant_178,3,242,Tenant_242,81.67,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_178 matches well with Tenant_242 (score 81.67%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
178,Tenant_178,4,241,Tenant_241,78.57,"High compatibility driven by Noise tolerance, Sleep schedule and Routine structure.","Tenant_178 matches well with Tenant_241 (score 78.57%). The strongest alignment is in Noise tolerance, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
178,Tenant_178,5,245,Tenant_245,77.86,"High compatibility driven by Noise tolerance, Sleep schedule and Routine structure.","Tenant_178 matches well with Tenant_245 (score 77.86%). The strongest alignment is in Noise tolerance, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
179,Tenant_179,1,286,Tenant_286,85.48,"High compatibility driven by Cleanliness, Noise tolerance and Routine structure.","Tenant_179 matches well with Tenant_286 (score 85.48%). The strongest alignment is in Cleanliness, Noise tolerance and Routine structure, where their behavioural preferences are closely aligned."
179,Tenant_179,2,145,Tenant_145,83.57,"High compatibility driven by Noise tolerance, Sleep schedule and Routine structure.","Tenant_179 matches well with Tenant_145 (score 83.57%). The strongest alignment is in Noise tolerance, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
179,Tenant_179,3,84,Tenant_084,83.1,"High compatibility driven by Cleanliness, Privacy need and Sociability.","Tenant_179 matches well with Tenant_084 (score 83.1%). The strongest alignment is in Cleanliness, Privacy need and Sociability, where their behavioural preferences are closely aligned."
179,Tenant_179,4,4,Tenant_004,80.71,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_179 matches well with Tenant_004 (score 80.71%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
179,Tenant_179,5,192,Tenant_192,80.71,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_179 matches well with Tenant_192 (score 80.71%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
180,Tenant_180,1,153,Tenant_153,86.67,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_180 matches well with Tenant_153 (score 86.67%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
180,Tenant_180,2,34,Tenant_034,85.24,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_180 matches well with Tenant_034 (score 85.24%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
180,Tenant_180,3,221,Tenant_221,84.52,"High compatibility driven by Sleep schedule, Routine structure and Cleanliness.","Tenant_180 matches well with Tenant_221 (score 84.52%). The strongest alignment is in Sleep schedule, Routine structure and Cleanliness, where their behavioural preferences are closely aligned."
180,Tenant_180,4,44,Tenant_044,81.43,"High compatibility driven by Privacy need, Sociability and Guest tolerance.","Tenant_180 matches well with Tenant_044 (score 81.43%). The strongest alignment is in Privacy need, Sociability and Guest tolerance, where their behavioural preferences are closely aligned."
180,Tenant_180,5,273,Tenant_273,80.48,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_180 matches well with Tenant_273 (score 80.48%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
181,Tenant_181,1,198,Tenant_198,90.95,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_181 matches well with Tenant_198 (score 90.95%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
181,Tenant_181,2,259,Tenant_259,83.1,"High compatibility driven by Noise tolerance, Privacy need and Sociability.","Tenant_181 matches well with Tenant_259 (score 83.1%). The strongest alignment is in Noise tolerance, Privacy need and Sociability, where their behavioural preferences are closely aligned."
181,Tenant_181,3,194,Tenant_194,81.67,"High compatibility driven by Noise tolerance, Sleep schedule and Sociability.","Tenant_181 matches well with Tenant_194 (score 81.67%). The strongest alignment is in Noise tolerance, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
181,Tenant_181,4,284,Tenant_284,79.05,"High compatibility driven by Noise tolerance, Privacy need and Sociability.","Tenant_181 matches well with Tenant_284 (score 79.05%). The strongest alignment is in Noise tolerance, Privacy need and Sociability, where their behavioural preferences are closely aligned."
181,Tenant_181,5,222,Tenant_222,78.33,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_181 matches well with Tenant_222 (score 78.33%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
182,Tenant_182,1,65,Tenant_065,84.29,"High compatibility driven by Noise tolerance, Routine structure and Sociability.","Tenant_182 matches well with Tenant_065 (score 84.29%). The strongest alignment is in Noise tolerance, Routine structure and Sociability, where their behavioural preferences are closely aligned."
182,Tenant_182,2,136,Tenant_136,80.95,"High compatibility driven by Cleanliness, Noise tolerance and Guest tolerance.","Tenant_182 matches well with Tenant_136 (score 80.95%). The strongest alignment is in Cleanliness, Noise tolerance and Guest tolerance, where their behavioural preferences are closely aligned."
182,Tenant_182,3,215,Tenant_215,80.71,"High compatibility driven by Cleanliness, Noise tolerance and Routine structure.","Tenant_182 matches well with Tenant_215 (score 80.71%). The strongest alignment is in Cleanliness, Noise tolerance and Routine structure, where their behavioural preferences are closely aligned."
182,Tenant_182,4,125,Tenant_125,79.29,"High compatibility driven by Sleep schedule, Sociability and Guest tolerance.","Tenant_182 matches well with Tenant_125 (score 79.29%). The strongest alignment is in Sleep schedule, Sociability and Guest tolerance, where their behavioural preferences are closely aligned."
182,Tenant_182,5,244,Tenant_244,78.33,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_182 matches well with Tenant_244 (score 78.33%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
183,Tenant_183,1,94,Tenant_094,83.57,"High compatibility driven by Sleep schedule, Routine structure and Guest tolerance.","Tenant_183 matches well with Tenant_094 (score 83.57%). The strongest alignment is in Sleep schedule, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
183,Tenant_183,2,25,Tenant_025,83.1,"High compatibility driven by Cleanliness, Privacy need and Sociability.","Tenant_183 matches well with Tenant_025 (score 83.1%). The strongest alignment is in Cleanliness, Privacy need and Sociability, where their behavioural preferences are closely aligned."
183,Tenant_183,3,86,Tenant_086,80.48,"High compatibility driven by Cleanliness, Sleep schedule and Noise tolerance.","Tenant_183 matches well with Tenant_086 (score 80.48%). The strongest alignment is in Cleanliness, Sleep schedule and Noise tolerance, where their behavioural preferences are closely aligned."
183,Tenant_183,4,220,Tenant_220,79.05,"High compatibility driven by Cleanliness, Privacy need and Routine structure.","Tenant_183 matches well with Tenant_220 (score 79.05%). The strongest alignment is in Cleanliness, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
183,Tenant_183,5,243,Tenant_243,78.81,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_183 matches well with Tenant_243 (score 78.81%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
184,Tenant_184,1,44,Tenant_044,81.43,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_184 matches well with Tenant_044 (score 81.43%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
184,Tenant_184,2,281,Tenant_281,80.48,"High compatibility driven by Cleanliness, Routine structure and Noise tolerance.","Tenant_184 matches well with Tenant_281 (score 80.48%). The strongest alignment is in Cleanliness, Routine structure and Noise tolerance, where their behavioural preferences are closely aligned."
184,Tenant_184,3,47,Tenant_047,80.24,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_184 matches well with Tenant_047 (score 80.24%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
184,Tenant_184,4,208,Tenant_208,80.24,"High compatibility driven by Sleep schedule, Privacy need and Guest tolerance.","Tenant_184 matches well with Tenant_208 (score 80.24%). The strongest alignment is in Sleep schedule, Privacy need and Guest tolerance, where their behavioural preferences are closely aligned."
184,Tenant_184,5,34,Tenant_034,79.52,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_184 matches well with Tenant_034 (score 79.52%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
185,Tenant_185,1,173,Tenant_173,82.86,"High compatibility driven by Cleanliness, Privacy need and Guest tolerance.","Tenant_185 matches well with Tenant_173 (score 82.86%). The strongest alignment is in Cleanliness, Privacy need and Guest tolerance, where their behavioural preferences are closely aligned."
185,Tenant_185,2,61,Tenant_061,79.29,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_185 matches well with Tenant_061 (score 79.29%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
185,Tenant_185,3,53,Tenant_053,77.86,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_185 matches well with Tenant_053 (score 77.86%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
185,Tenant_185,4,250,Tenant_250,77.62,"High compatibility driven by Privacy need, Routine structure and Guest tolerance.","Tenant_185 matches well with Tenant_250 (score 77.62%). The strongest alignment is in Privacy need, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
185,Tenant_185,5,90,Tenant_090,76.9,"High compatibility driven by Privacy need, Sociability and Guest tolerance.","Tenant_185 matches well with Tenant_090 (score 76.9%). The strongest alignment is in Privacy need, Sociability and Guest tolerance, where their behavioural preferences are closely aligned."
186,Tenant_186,1,137,Tenant_137,84.52,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_186 matches well with Tenant_137 (score 84.52%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
186,Tenant_186,2,66,Tenant_066,82.38,"High compatibility driven by Cleanliness, Sleep schedule and Guest tolerance.","Tenant_186 matches well with Tenant_066 (score 82.38%). The strongest alignment is in Cleanliness, Sleep schedule and Guest tolerance, where their behavioural preferences are closely aligned."
186,Tenant_186,3,170,Tenant_170,80.0,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_186 matches well with Tenant_170 (score 80.0%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
186,Tenant_186,4,110,Tenant_110,79.76,"High compatibility driven by Sleep schedule, Cleanliness and Noise tolerance.","Tenant_186 matches well with Tenant_110 (score 79.76%). The strongest alignment is in Sleep schedule, Cleanliness and Noise tolerance, where their behavioural preferences are closely aligned."
186,Tenant_186,5,123,Tenant_123,79.29,"High compatibility driven by Sociability, Guest tolerance and Cleanliness.","Tenant_186 matches well with Tenant_123 (score 79.29%). The strongest alignment is in Sociability, Guest tolerance and Cleanliness, where their behavioural preferences are closely aligned."
187,Tenant_187,1,199,Tenant_199,83.33,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_187 matches well with Tenant_199 (score 83.33%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
187,Tenant_187,2,41,Tenant_041,81.43,"High compatibility driven by Noise tolerance, Routine structure and Guest tolerance.","Tenant_187 matches well with Tenant_041 (score 81.43%). The strongest alignment is in Noise tolerance, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
187,Tenant_187,3,123,Tenant_123,80.0,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_187 matches well with Tenant_123 (score 80.0%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
187,Tenant_187,4,137,Tenant_137,79.52,"High compatibility driven by Routine structure, Cleanliness and Noise tolerance.","Tenant_187 matches well with Tenant_137 (score 79.52%). The strongest alignment is in Routine structure, Cleanliness and Noise tolerance, where their behavioural preferences are closely aligned."
187,Tenant_187,5,269,Tenant_269,79.52,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_187 matches well with Tenant_269 (score 79.52%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
188,Tenant_188,1,71,Tenant_071,82.62,"High compatibility driven by Cleanliness, Privacy need and Noise tolerance.","Tenant_188 matches well with Tenant_071 (score 82.62%). The strongest alignment is in Cleanliness, Privacy need and Noise tolerance, where their behavioural preferences are closely aligned."
